"gene_id","gene_symbol","12-03_normal","12-03_tumor","13-02_normal","13-02_tumor","13-03_normal","13-03_tumor","13-05_normal","13-05_tumor"
"ENSG00000000003","TSPAN6",9.03279468101352,7.71792823826825,8.65581697036685,9.06908222832718,8.62535160659598,7.61533450552883,8.27256814669879,8.23284450181973
"ENSG00000000005","TNMD",7.80077540276779,5.27456220411781,6.90517932446525,4.82779855694733,7.34024603068182,5.09557571553903,6.01678941421619,5.84203676293111
"ENSG00000000419","DPM1",8.22890111817593,8.17865309616783,8.40942409348819,8.45712693597375,8.282572337465,8.06883372759627,8.14741353427625,8.30758324074581
"ENSG00000000457","SCYL3",7.53512897026395,9.20613215127709,8.28340154679116,8.60596930074542,7.77017347993075,8.11489261602489,8.17430938436383,8.99279703990959
"ENSG00000000460","FIRRM",6.83641478316488,7.8908773966377,7.1625398377866,7.50155435828966,6.99290393656423,7.03892563577443,7.29153064505249,7.80017252723141
"ENSG00000000938","FGR",7.16693683125616,6.47948591490134,6.76753349579478,6.35056141022911,6.96242581427602,6.12347571822103,6.83106215384798,6.99712816396514
"ENSG00000000971","CFH",10.8582757761316,9.17394279503657,10.572778493814,8.31314522282127,11.4711083743162,8.80565680612481,10.808444444531,10.203434648622
"ENSG00000001036","FUCA2",8.40257339684553,7.3461881517435,8.33861857668313,8.69958806098611,8.5896625075096,8.19144698911884,7.7259885288176,8.37945601686118
"ENSG00000001084","GCLC",9.29075067542808,8.04544601526944,8.89976297827259,9.75293287943682,9.5387597564391,7.81192278399758,9.00055646357105,8.47219996421589
"ENSG00000001167","NFYA",8.17500321673385,8.79205599841321,7.96391896346298,8.18180425329973,8.22244158085355,9.06905595011888,8.79513277065223,8.77158094993522
"ENSG00000001460","STPG1",7.32801891190561,7.28608059425756,7.0740211663149,7.26478339183116,7.26064737161729,7.127223524686,7.28328218563662,7.27931008120775
"ENSG00000001461","NIPAL3",7.72041206993232,8.84049593982856,8.34979002201518,9.3224570153572,8.31958969274308,8.03137001626067,9.09585337929234,8.89652587045597
"ENSG00000001497","LAS1L",8.40700622455211,8.31413607241729,7.93931021724084,8.29268270125118,8.34958308841316,8.0912609043591,8.1687088586469,8.16701283433475
"ENSG00000001561","ENPP4",9.21051518322594,7.89464622297845,8.82612518672363,9.14828895517256,8.85943120782614,7.82233217929757,8.18619211391927,8.03175910247062
"ENSG00000001617","SEMA3F",7.4782786179822,8.85638163243434,7.76073666354819,8.54166802602294,7.93467804303046,9.40555915340959,7.09202741914325,8.42787709711954
"ENSG00000001626","CFTR",4.82779855694733,5.4160175781518,5.90574982406709,4.82779855694733,4.82779855694733,4.82779855694733,6.42803053089039,5.7600248415798
"ENSG00000001629","ANKIB1",10.2670895547177,9.32079689771815,9.37251455751576,8.93838831832425,9.37194342507844,9.06345486886504,9.97141335538633,9.76763038636043
"ENSG00000001630","CYP51A1",7.60177895412251,8.63510012688942,8.73902953957833,9.65411460897862,8.29332842406284,8.84326938583177,8.34373377526094,9.55530612718419
"ENSG00000001631","KRIT1",9.14410006798749,9.77288015107633,9.61693923665358,9.27464643343556,9.54924254746127,9.48450989153115,10.0049890965677,9.36619216337143
"ENSG00000002016","RAD52",6.70402838523282,7.58488817815795,6.99597972392075,7.68583762604175,6.88295151573019,8.13731164177822,7.79375591048999,7.39912984651331
"ENSG00000002330","BAD",8.12922360601562,7.04050529576328,7.36942853311864,7.31480269498239,7.56147334178317,6.34096219030939,6.77940323688755,7.04768413623136
"ENSG00000002549","LAP3",9.0982605204951,8.40739564988749,9.16700569833527,8.79325764890019,9.42118416720765,8.93499355191459,8.82145648104255,9.13085151195414
"ENSG00000002587","HS3ST1",5.83998842660241,5.8729504727261,6.38096027623865,6.491257885091,5.8593142224319,5.57746268413298,5.82662999897038,6.23402733595046
"ENSG00000002746","HECW1",5.10344487645424,5.33756254561086,5.79543976122012,6.0603912387448,5.54081194659831,5.43886112290342,6.35868127923793,5.81702503657152
"ENSG00000002822","MAD1L1",7.46486922744079,7.75833348569566,7.34004372556295,7.79425212856161,7.56194202986133,8.20136113733166,7.53370271337819,7.11386755544533
"ENSG00000002834","LASP1",10.9184430590587,10.4411891956236,10.2231221545577,10.9546261231536,10.9081606392516,8.92073426217332,9.63701093854119,10.4798990709845
"ENSG00000002919","SNX11",7.59580202415986,7.39952933888782,7.38763390725116,7.94629084468647,7.46513414152802,8.11162768078078,7.01251834694559,7.17836568338847
"ENSG00000002933","TMEM176A",7.48238229022251,6.75412449428195,7.22017913999037,5.91808162006087,7.63003148233049,5.79261826996812,6.81965727844007,7.18104911362131
"ENSG00000003056","M6PR",9.44804281806258,9.05244188000687,9.00762443406897,9.01396797621662,9.32212755593698,9.31309186716854,9.16593945900452,9.34839588766008
"ENSG00000003096","KLHL13",7.1182301257199,7.31727795411221,7.24766681322774,5.48558730479035,6.40118228446622,5.16120192520468,8.33287245814468,6.89495466628239
"ENSG00000003137","CYP26B1",8.79997610016827,5.70771603923858,7.3616515747719,5.30271715702243,8.70754829765402,6.60422508768593,6.96013009258694,6.53700058525492
"ENSG00000003147","ICA1",7.57857933152709,9.5140187766862,7.94631956890234,9.23609019731236,7.49084020443295,8.73701705837586,8.35201512660728,8.45355736926426
"ENSG00000003249","DBNDD1",6.13208892057979,6.6602991843201,6.01386672783151,6.93067410161679,5.58962263267704,6.4768928294778,5.88437601260287,6.55173954552836
"ENSG00000003393","ALS2",8.89962840065903,9.32060804590341,9.15877536170373,8.76821964756707,9.13937457936719,9.10949982566016,9.33908696865088,8.87360461866888
"ENSG00000003400","CASP10",8.33805615369786,7.40346280417318,8.34023769211372,6.84499346325695,8.72690140670209,6.87170462611629,7.68535282925409,7.22622202159003
"ENSG00000003402","CFLAR",11.8671708527129,10.9977395100669,11.6507444038687,10.4864508020084,12.234547788283,10.8826574418999,11.7058006760186,10.9976251826331
"ENSG00000003436","TFPI",10.7035884618373,9.26014075767179,10.7020050620249,8.53435522482911,10.6037613761775,8.75202028971275,10.7971729426341,9.67780587154911
"ENSG00000003509","NDUFAF7",7.89434232140046,7.29210452741717,7.58412891763762,7.44276271439903,7.39024147410459,7.15019303648862,7.79976010302374,7.42035149347429
"ENSG00000003756","RBM5",9.82202623944241,10.6244232203959,10.030451434407,10.3962245032286,10.1442967026349,10.2359297463808,10.627871701881,9.93508640862065
"ENSG00000003987","MTMR7",4.82779855694733,5.2377611749719,6.0006919174713,6.57502967711192,5.49314069558427,8.32678040504473,5.58378347520129,5.19577487602889
"ENSG00000003989","SLC7A2",9.0868743704538,8.09521630314879,9.585869565288,12.3213739699457,9.25678593845753,12.2571464302257,9.65428835249321,13.7301833598946
"ENSG00000004059","ARF5",8.50235186248378,8.07428998078073,8.10706529350486,8.0766550974998,8.2791474479266,8.38833539638282,7.60018528278781,8.50034402504062
"ENSG00000004139","SARM1",7.14693899760089,7.62207439848184,7.58418286858602,8.79392156745068,7.36535962810847,7.81861205287323,7.50607429294309,7.04986254411386
"ENSG00000004142","POLDIP2",9.01843463741634,8.16954679380242,8.56195577392736,8.26368518069276,8.74224237838843,8.61887862163426,8.24269669163827,8.80347176247855
"ENSG00000004399","PLXND1",10.8433571755852,9.21712132804611,10.1546652476344,9.35798030951142,11.1308422157458,10.6679573311142,9.81543448026588,9.90118726667646
"ENSG00000004455","AK2",9.71479865301394,9.79689037725328,9.74817081382321,10.064726495254,9.8329835629847,9.38530535446532,9.57001873992338,9.9007252270166
"ENSG00000004468","CD38",6.42838931979121,5.90817933702589,6.5905347973252,5.76748005469822,6.25417795765381,5.69316266761059,6.80230264790733,6.47585573867113
"ENSG00000004478","FKBP4",8.21840690257264,9.8594363300519,8.62371017432396,10.0515274261559,7.79424555952415,9.4998424363294,8.93159647464739,9.45991207034995
"ENSG00000004487","KDM1A",9.230530399042,9.37680808504225,9.28651746148741,9.49729295098629,9.05368595482857,8.86389784946398,9.59170253884904,9.51608351195364
"ENSG00000004534","RBM6",9.1813448878043,9.81922672790873,9.41257662865122,9.82483573758447,9.63132962058604,10.2901127802558,10.1713884719601,9.55234330391241
"ENSG00000004660","CAMKK1",7.02404975915352,7.00862838067187,6.94766732892229,7.40551618900158,7.07552665833138,8.09653946141137,6.84978470414015,7.00159799165653
